source_file,area_city,area_subdistrict,available_room,booking_type_bulanan,building_year,dist_to_nearest_clinic_km,dist_to_nearest_hospital_km,dist_to_nearest_mall_km,dist_to_nearest_supermarket_km,dist_to_nearest_terminal_km,dist_to_nearest_university_km,dp_percentage,fac_bath_Air panas,fac_bath_Bak mandi,fac_bath_Bathtub,fac_bath_Ember mandi,fac_bath_K. Mandi Dalam,fac_bath_K. Mandi Luar,fac_bath_Kloset Duduk,fac_bath_Kloset Jongkok,fac_bath_Shower,fac_bath_Wastafel,fac_room_AC,fac_room_Bantal,fac_room_Cermin,fac_room_Cleaning service,fac_room_Dapur Pribadi,fac_room_Dispenser,fac_room_Guling,fac_room_Jendela,fac_room_Kamar kosongan,fac_room_Kasur,fac_room_Keset Toilet (untuk sewa harian),fac_room_Kipas Angin,fac_room_Kos Higienis Mingguan,fac_room_Kulkas,fac_room_Kursi,fac_room_Lemari / Storage,fac_room_Lemari Pakaian,fac_room_Meja,fac_room_Meja Rias,fac_room_Meja makan,fac_room_Sofa,fac_room_TV,fac_room_TV Kabel,fac_room_Tidak ada Kasur,fac_room_Ventilasi,fac_room_Wastafel,fac_room_Water Heater,fac_room_microwave,fac_share_0,fac_share_1,fac_share_15,fac_share_2,fac_share_3,fac_share_4,fac_share_5,fac_share_6,fac_share_Air Jernih,fac_share_Balcon,fac_share_Bebas Banjir,fac_share_CCTV,fac_share_Dapur,fac_share_Dapur Bersama,fac_share_Dispenser,fac_share_Dispenser Bersama,fac_share_Duplikat Gerbang Kos,fac_share_Gazebo,fac_share_Jemuran,fac_share_Joglo,fac_share_Jual Makanan,fac_share_K. Mandi Luar,fac_share_Kamar Mandi Luar - WC Duduk,fac_share_Kamar Mandi Luar - WC Jongkok,fac_share_Kartu Akses Masuk,fac_share_Kompor,fac_share_Kulkas,fac_share_Kulkas Bersama,fac_share_Kunci Gerbang,fac_share_Laundry,fac_share_Locker,fac_share_Meja Umum,fac_share_Mesin Cuci,fac_share_Mushola,fac_share_Pengurus Kos,fac_share_Penjaga Kos,fac_share_R. Cuci,fac_share_R. Jemur,fac_share_R. Keluarga,fac_share_R. Makan,fac_share_R. Santai,fac_share_R. Tamu,fac_share_R.Jemur,fac_share_R.Keluarga,fac_share_R.Santai,fac_share_R.Tamu,fac_share_Rice Cooker,fac_share_Rooftop,fac_share_TV,fac_share_TV Bersama,fac_share_Taman,fac_share_WiFi,fac_share_air jernih,gender,harga_card,harga_real_detail,jarak_bandara_ngurah_rai_km,jarak_unud_jimbaran_km,jarak_unud_sudirman_km,latitude,longitude,love_count,nama_kost,nearest_clinic_name,nearest_hospital_name,nearest_mall_name,nearest_supermarket_name,nearest_terminal_name,nearest_university_name,price_daily,price_monthly,price_tag,price_weekly,price_yearly,rating,review_count,size,top_facilities_AC,top_facilities_K. Mandi Dalam,top_facilities_K. Mandi Luar,top_facilities_Kasur,top_facilities_Kloset Duduk,top_facilities_Kloset Jongkok,top_facilities_WiFi,url_detail,view_count
jimbaran,Kabupaten Badung,Kuta Selatan,2,1,2019,2.449,3.704,0.929,1.933,6.173,1.049,50,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Campur,Rp2.300.000/bulan,5.09,1.23,14.48,-8.791326642071157,115.16377330339483,476,Kost Christine Tipe A,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,200.0,,eksklusif,,0.0,4.3,8,3.5x4.3,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-christine-tipe-a-kuta-selatan-badung?redirection_source=list%20kos%20result,32099
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,1,1,2024,0.969,3.803,1.687,1.341,6.406,0.159,30,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.000.000/bulan,5.5,0.65,14.26,-8.7944063,115.1769263,255,Kost Peony Stay Tipe 1,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,Lobby C,FACULTY OF ENGINEERING,0.0,,eksklusif,,,0,0,3x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-peony-stay-tipe-1-kuta-selatan-badung-2?redirection_source=list%20kos%20result,11657
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,1,1,2022,2.191,4.997,2.279,2.833,7.565,0.704,50,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,Campur,Rp2.600.000/bulan,6.46,1.05,15.71,-8.803821596835952,115.16480717808008,405,Kost MD Living Jimbaran Balcony Room,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,0.0,,eksklusif,0.0,0.0,4.6,4,3x8,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-md-living-jimbaran-balcony-room-kuta-selatan-badung-1?redirection_source=list%20kos%20result,10776
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,1,1,2024,0.954,3.806,1.699,1.341,6.391,0.158,30,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.600.000/bulan,5.5,0.66,14.26,-8.794428,115.177066,120,Kost Peony Stay Tipe 2,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,Lobby C,FACULTY OF ENGINEERING,0.0,,eksklusif,,,0,0,4x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-peony-stay-tipe-2-kuta-selatan-badung-2?redirection_source=list%20kos%20result,5173
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,1,1,2020,1.844,2.67,0.758,0.65,5.483,1.087,30,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Campur,Rp2.800.000/bulan,4.3,1.58,13.33,-8.784098365892929,115.1732392784177,261,Kost Pondok Giri 2 Tipe Vvip,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,250.0,,eksklusif,,0.0,0,0,4x7,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-pondok-giri-2-tipe-vvip-kuta-selatan-badung?redirection_source=list%20kos%20result,10959
jimbaran,Badung,Kuta Selatan,5,1,2015,2.051,2.196,1.04,0.499,5.085,1.433,10,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,Campur,Rp3.500.000/bulan,3.89,2.06,12.83,-8.7799620456065,115.17518699169,64,Kost Dream Jimbaran,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,298.0,,eksklusif,,0.0,0,0,4x4,1,1,0,1,1,0,1,https://mamikos.com/room/kost-badung-kost-campur-eksklusif-kost-dream-jimbaran-kuta-selatan-badung?redirection_source=list%20kos%20result,2543
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,7,1,2026,2.639,2.893,3.779,3.789,6.801,1.932,,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Campur,Rp2.200.000/bulan,7.88,2.03,16.66,-8.816333,115.174801,53,Kost Hg Ungasan Residence Tipe Vvip,Udayana Veterinary Clinic,Rumah Sakit Universitas Udayana,Jimbaran Corner,Pepito Express Udayana 2,Lobby C,Faculty of Mathermatics and Natural Sciences,350.0,,eksklusif,850.0,0.0,0,0,3x4,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-hg-ungasan-residence-tipe-vvip-kuta-selatan-badung-2?redirection_source=list%20kos%20result,2122
jimbaran,Kabupaten Badung,Kuta Selatan,1,1,2025,2.28,5.116,2.37,3.007,7.628,0.903,50,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Campur,Rp3.200.000/bulan,6.54,1.26,15.86,-8.8044110252533,115.16287833452,20,Kost Jt Tipe Deluxe,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,250.0,,eksklusif,,0.0,0,0,4.5x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-jt-tipe-deluxe-kuta-selatan-badung-2?redirection_source=list%20kos%20result,1420
jimbaran,Kabupaten Badung,Kuta Selatan,2,1,2020,1.332,2.715,1.642,0.312,5.722,0.992,,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Campur,Rp4.500.000/bulan,4.5,1.85,13.02,-8.78403008447,115.18130778845,4,Kost Kadaka Homes Kamar Include Listrik,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,0.0,0,0,4x4.5,1,0,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-kadaka-homes-kamar-include-listrik-kuta-selatan-badung-2?redirection_source=list%20kos%20result,123
jimbaran,Kabupaten Badung,Kuta Selatan,1,1,2025,2.28,5.116,2.37,3.007,7.628,0.903,50,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Campur,Rp3.300.000/bulan,6.54,1.26,15.86,-8.8044130132059,115.16287732869,7,Kost Jt Tipe Private,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,220.0,,eksklusif,,0.0,0,0,4x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-jt-tipe-private-kuta-selatan-badung-2?redirection_source=list%20kos%20result,382
jimbaran,Kabupaten Badung,Kuta Selatan,1,1,2024,0.527,4.375,2.727,2.024,4.929,1.39,20,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.500.000/bulan,6.2,1.95,14.13,-8.796926639325225,115.19017030037965,55,Kost Green Permata Executive 2A,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Pepito Express Udayana 2,Lobby C,FACULTY OF AGRICULTURE,350.0,,eksklusif,,0.0,0,0,5x8,1,1,0,1,0,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-green-permata-executive-2a-kuta-selatan-badung-2?redirection_source=list%20kos%20result,2439
jimbaran,Kabupaten Badung,Kuta Selatan,1,1,2024,0.527,4.375,2.727,2.024,4.929,1.39,20,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.950.000/bulan,6.19,1.95,14.13,-8.7969218199634,115.19017517567,37,Kost Green Permata Executive 2C,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Pepito Express Udayana 2,Lobby C,FACULTY OF AGRICULTURE,190.0,,eksklusif,,0.0,0,0,3x3,1,1,0,1,0,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-green-permata-executive-2c-kuta-selatan-badung-2?redirection_source=list%20kos%20result,1556
jimbaran,Kabupaten Badung,Kuta Selatan,1,1,2020,1.332,2.715,1.642,0.312,5.722,0.992,,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Campur,Rp3.500.000/bulan,4.5,1.86,13.01,-8.783981,115.18135,15,Kost Kadaka Homes Executive Vip,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,0.0,0,0,3x4.5,1,1,0,1,0,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-kadaka-homes-executive-vip-kuta-selatan-badung-2?redirection_source=list%20kos%20result,423
jimbaran,Kabupaten Badung,Kuta Selatan,2,1,2026,2.004,4.84,2.094,2.755,7.358,0.701,50,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,Campur,Rp3.000.000/bulan,6.27,1.08,15.58,-8.801984058486,115.16342817865,20,Kost W Padma 8 Deluxe,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,0.0,,eksklusif,0.0,,4.5,1,3x6,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-w-padma-8-deluxe-kuta-selatan-badung-2?redirection_source=list%20kos%20result,860
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,2,1,2015,2.099,4.952,2.19,2.909,7.427,0.875,10,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,Campur,Rp4.000.000/bulan,6.35,1.25,15.71,-8.802593,115.16197,18,Kost Geweka Guest House Executive,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,0.0,,eksklusif,0.0,0.0,0,0,4x5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-geweka-guest-house-executive-kuta-selatan-badung-2?redirection_source=list%20kos%20result,1904
jimbaran,Kabupaten Badung,Kecamatan Kuta Selatan,1,1,2026,2.014,4.852,2.104,2.769,7.367,0.715,50,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,Campur,Rp4.100.000/bulan,6.28,1.09,15.6,-8.8020632457758,115.16332760453,50,Kost W Padma 8 Mezzanine,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,0.0,,eksklusif,,,0,0,3x6,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-w-padma-8-mezzanine-kuta-selatan-badung-2?redirection_source=list%20kos%20result,1815
jimbaran,Kabupaten Badung,Kuta Selatan,1,1,2024,0.527,4.375,2.727,2.024,4.929,1.39,20,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.500.000/bulan,6.19,1.95,14.13,-8.796892903710175,115.19018492656846,44,Kost Green Permata Deluxe 3C,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Pepito Express Udayana 2,Lobby C,FACULTY OF AGRICULTURE,229.0,,eksklusif,,0.0,3.1,1,5x5,1,1,0,1,0,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-green-permata-deluxe-3c-kuta-selatan-badung-2?redirection_source=list%20kos%20result,2585
jimbaran,Kabupaten Badung,Kuta Selatan,1,1,2016,2.494,2.769,0.009,1.374,5.297,1.656,10,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Campur,Rp2.900.000/bulan,4.18,1.79,13.55,-8.783333489085647,115.16644969582558,138,Kost Melody 1 Tipe A,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,300.0,,eksklusif,,,4.9,2,4x4,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-melody-1-tipe-a-kuta-selatan-badung-2?redirection_source=list%20kos%20result,9176
jimbaran,Kabupaten Badung,Kuta Selatan,2,1,2024,1.569,4.778,2.349,2.36,6.693,0.491,20,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,Campur,Rp2.900.000/bulan,6.42,0.57,15.29,-8.803148,115.173921,30,Kost MS Guesthouse UNUD 1 VIP,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,Lobby C,Faculty of Mathermatics and Natural Sciences,0.0,,eksklusif,0.0,,0,0,3x4.5,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-ms-guesthouse-unud-1-vip-kuta-selatan-badung?redirection_source=list%20kos%20result,1556
jimbaran,Badung,Kuta Selatan,1,1,2024,2.479,4.169,1.4,2.261,6.643,0.767,,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Campur,Rp4.000.000/bulan,5.56,1.07,14.94,-8.795558,115.163151,1,Kost Pondok Giri 3 Executive,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,0.0,,eksklusif,0.0,0.0,0,0,3x4,1,1,0,1,1,0,1,https://mamikos.com/room/kost-badung-kost-campur-eksklusif-kost-pondok-giri-3-executive-kuta-selatan-badung?redirection_source=list%20kos%20result,343
jimbaran,Kabupaten Badung,Kuta Selatan,1,1,,1.652,3.162,0.862,0.981,5.939,0.8,50,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp3.000.000/bulan,4.77,1.09,13.82,-8.7884407947997,115.17232373357,245,Kost Wika House Tipe A,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,250.0,,eksklusif,0.0,,4.8,2,3x3,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-wika-house-tipe-a-kuta-selatan-badung?redirection_source=list%20kos%20result,16817
jimbaran,Kabupaten Badung,Kuta Selatan,3,1,2020,1.332,2.715,1.642,0.312,5.722,0.992,,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Campur,Rp6.000.000/bulan,4.5,1.85,13.02,-8.78403008447003,115.18130778845249,2,Kost Kadaka Homes Vvip,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF AGRICULTURE,0.0,,eksklusif,0.0,0.0,0,0,4x4.5,1,0,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-kadaka-homes-vvip-kuta-selatan-badung-2?redirection_source=list%20kos%20result,248
jimbaran,Kabupaten Badung,Kuta Selatan,1,1,2026,2.004,4.84,2.094,2.755,7.358,0.701,50,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,Campur,Rp2.850.000/bulan,6.27,1.08,15.58,-8.801984058485967,115.16342817865312,38,Kost W Padma 8 Standart Room,SOS Clinic,Kasih Ibu General Hospital (Uluwatu),Jimbaran Corner,Pepito Express Udayana 2,bus_station,FACULTY OF ECONOMIC AND BUSINESS,0.0,,eksklusif,0.0,,0,0,3x6,1,1,0,1,1,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-w-padma-8-standart-room-kuta-selatan-badung?redirection_source=list%20kos%20result,1325
jimbaran,Kabupaten Badung,Kuta Selatan,1,1,2024,0.527,4.375,2.727,2.024,4.929,1.39,20,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Campur,Rp2.500.000/bulan,6.2,1.95,14.13,-8.796917000601491,115.19020442837181,118,Kost Green Permata Deluxe 3D,Udayana Veterinary Clinic,Kasih Ibu General Hospital (Uluwatu),Hardy'S Malls Nusa Dua,Pepito Express Udayana 2,Lobby C,FACULTY OF AGRICULTURE,340.0,,eksklusif,,0.0,5,1,3x5,1,1,0,1,0,0,1,https://mamikos.com/room/kost-kabupaten-badung-kost-campur-eksklusif-kost-green-permata-deluxe-3d-kuta-selatan-badung-2?redirection_source=list%20kos%20result,4224
